Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,write,rewrite,read,reread,random_reread,random_write(KB/s),bkwd_read,record_rewrite,stride_read,fwrite,"fread,freread",time,timestamp
iozone,/dev/md0,26,2,4096,16,111671,114113,103661,71819,15575,45707,31148,49350,54240,2354114,1921942,3438858,2502236,0:00:01.140479,2023-06-04 17:03:59.164439
iozone,/dev/md0,26,3,4096,16,113854,117387,103719,71614,28603,41457,36679,50384,55992,2123381,4516494,201971,4546375,0:00:01.058180,2023-06-04 17:04:00.222863
iozone,/dev/md0,26,4,4096,16,47657,50192,17110,99097,21969,31138,33277,48690,56201,2203449,1673178,3503374,2529871,0:00:01.405608,2023-06-04 17:04:01.628703
iozone,/dev/md0,26,5,4096,16,109092,117162,101620,72811,28995,39131,28676,49667,56032,2360583,1751831,3527834,2566532,0:00:01.098570,2023-06-04 17:04:02.727512
iozone,/dev/md0,27,1,4096,16,114228,113796,104928,71905,17070,43306,24722,48760,51432,2072659,1560273,3465216,2702169,0:00:01.190116,2023-06-04 17:04:03.917924
iozone,/dev/md0,27,2,4096,16,102914,118126,104713,71922,23396,44813,24295,49617,57973,2122332,1709472,3450600,2548637,0:00:01.165198,2023-06-04 17:04:05.083335
iozone,/dev/md0,27,3,4096,16,111897,115738,103993,71781,19405,45283,24489,48076,58128,2315406,1763158,3512686,2540722,0:00:01.165280,2023-06-04 17:04:06.248849
iozone,/dev/md0,27,4,4096,16,110870,115448,103274,71667,26476,42763,32635,46402,57575,1248010,1740120,3442303,2678994,0:00:01.040341,2023-06-04 17:04:07.289417
iozone,/dev/md0,27,5,4096,16,112713,117697,102922,71712,26680,42511,27628,49288,59752,2539220,1910613,3775126,2676907,0:00:01.142950,2023-06-04 17:04:08.432532
iozone,/dev/md0,28,1,4096,16,109780,106129,104001,101315,21125,42025,29944,50277,58954,2092093,1728390,3404782,2569603,0:00:01.112975,2023-06-04 17:04:09.545743
iozone,/dev/md0,28,2,4096,16,112212,116751,103070,71107,27020,41754,33980,48906,52882,1698823,2782252,322470,2511380,0:00:01.152012,2023-06-04 17:04:10.697997
iozone,/dev/md0,28,3,4096,16,105236,117148,103809,71487,22575,43339,25368,50973,58202,2020731,1690465,3445064,2488463,0:00:01.161943,2023-06-04 17:04:11.860179
iozone,/dev/md0,28,4,4096,16,111276,115670,85926,71683,22247,41445,29974,47289,59502,2134461,1707264,5618365,4352854,0:00:01.129735,2023-06-04 17:04:12.990167
iozone,/dev/md0,28,5,4096,16,114914,115801,102925,63184,23920,42151,28821,48434,61909,1597561,3598778,3690781,2694963,0:00:01.107874,2023-06-04 17:04:14.098204
iozone,/dev/md0,29,1,4096,16,113433,117823,103630,84759,15714,42963,26807,49666,56045,2340643,4288742,5681538,4432592,0:00:01.163904,2023-06-04 17:04:15.262375
iozone,/dev/md0,29,2,4096,16,105788,112943,94578,84509,26935,42510,27564,48504,57159,2399823,1766239,3530734,2555081,0:00:01.134891,2023-06-04 17:04:16.397406
iozone,/dev/md0,29,3,4096,16,112592,113726,101730,71951,28658,40101,28699,50201,54571,1833535,1990298,3504089,2336505,0:00:01.064991,2023-06-04 17:04:17.462628
iozone,/dev/md0,29,4,4096,16,107320,114994,102167,71618,14257,46484,34335,49848,56099,1765513,3222752,6682678,6178018,0:00:01.154057,2023-06-04 17:04:18.616896
iozone,/dev/md0,29,5,4096,16,112802,117404,102201,72211,26056,40378,25404,49909,39148,2134461,1615741,3605576,2620558,0:00:01.134604,2023-06-04 17:04:19.751650
iozone,/dev/md0,30,1,4096,16,102172,108394,100804,71457,24242,41839,29685,46696,22582,803480,868380,3360164,2589355,0:00:01.298266,2023-06-04 17:04:21.050197
iozone,/dev/md0,30,2,4096,16,109492,110978,107202,71053,19202,38718,24009,49476,60905,1748265,1693965,3387995,2585847,0:00:01.207357,2023-06-04 17:04:22.257806
iozone,/dev/md0,30,3,4096,16,114091,106647,43938,110160,18806,38943,27844,50298,61786,1929280,3592757,3543113,2610602,0:00:01.223305,2023-06-04 17:04:23.481344
iozone,/dev/md0,30,4,4096,16,112240,117115,102254,71859,26026,41165,34808,50188,57502,1611951,1814748,3633793,2748864,0:00:01.088504,2023-06-04 17:04:24.570076
iozone,/dev/md0,30,5,4096,16,114634,118463,102667,72187,17866,42906,27070,50105,57169,2161314,1815515,3491981,2584291,0:00:01.167675,2023-06-04 17:04:25.737953
iozone,/dev/md0,31,1,16384,4,53382,55979,56501,56627,7812,4446,16331,14659,12887,1573399,1027660,1675071,1391200,0:00:12.094349,2023-06-04 17:04:37.832612
iozone,/dev/md0,31,2,16384,4,43165,50772,59704,60416,7938,5853,13111,14766,12219,1066380,957405,1646614,1428299,0:00:11.096823,2023-06-04 17:04:48.929675
iozone,/dev/md0,31,3,16384,4,51798,55972,61740,58096,8720,5589,18273,14837,12150,1054306,682859,1571635,1362270,0:00:12.957527,2023-06-04 17:05:01.887347
iozone,/dev/md0,31,4,16384,4,54544,56579,58306,52250,6879,4913,17868,14937,16256,1901384,1054176,1584062,1353150,0:00:13.347265,2023-06-04 17:05:15.234878
iozone,/dev/md0,31,5,16384,4,52219,55786,61804,58157,9002,5305,13688,14885,11997,752415,636787,182922,1321406,0:00:14.057643,2023-06-04 17:05:29.292815
iozone,/dev/md0,32,1,16384,4,51639,55728,61698,57675,10286,4335,16001,15020,10814,1524531,645090,182184,1394984,0:00:13.017794,2023-06-04 17:05:42.310918
iozone,/dev/md0,32,2,16384,4,52211,49203,59122,60445,7493,4493,16937,14793,11307,1312096,1019594,1616746,1387408,0:00:12.947819,2023-06-04 17:05:55.259042
iozone,/dev/md0,32,3,16384,4,52703,57480,58586,58261,6764,4301,17870,14867,13474,753009,1027537,1611476,1374614,0:00:12.886141,2023-06-04 17:06:08.145457
iozone,/dev/md0,32,4,16384,4,39680,56381,60073,59738,7907,5464,15223,14725,11382,1090806,1114331,1686458,1411083,0:00:11.404236,2023-06-04 17:06:19.549892
iozone,/dev/md0,32,5,16384,4,54870,56532,59289,61010,12853,4222,17088,14702,12001,1653627,1048563,1628817,1413986,0:00:13.484897,2023-06-04 17:06:33.035052
iozone,/dev/md0,33,1,16384,4,54396,57009,59867,60394,9308,5540,15558,15044,11053,1232154,1056770,1623123,1368864,0:00:12.312438,2023-06-04 17:06:45.347781
iozone,/dev/md0,33,2,16384,4,54539,57229,59699,60672,6668,4971,15768,14757,11852,1894308,1096794,1581473,1376101,0:00:11.887282,2023-06-04 17:06:57.235319
iozone,/dev/md0,33,3,16384,4,53303,45640,57921,59545,9301,3871,12143,14692,12453,1051129,1047971,1674051,1412185,0:00:12.527676,2023-06-04 17:07:09.763265
iozone,/dev/md0,33,4,16384,4,55040,56619,61846,58995,12505,4458,17388,14701,12858,735866,1019655,1570701,1348477,0:00:10.830317,2023-06-04 17:07:20.593852
iozone,/dev/md0,33,5,16384,4,50253,55180,54532,51589,6998,5430,13644,14762,16812,1058056,1011416,1525783,1360463,0:00:11.437828,2023-06-04 17:07:32.031870
iozone,/dev/md0,34,1,16384,4,51819,53409,59989,60110,6652,4538,15566,14724,13959,1686955,1031997,1644801,1391679,0:00:12.093941,2023-06-04 17:07:44.126139
iozone,/dev/md0,34,2,16384,4,45860,44487,29292,58601,6086,5619,13952,14844,11780,713903,1030774,1605490,1367829,0:00:12.353875,2023-06-04 17:07:56.480204
iozone,/dev/md0,34,3,16384,4,49006,51582,54347,61404,7488,3969,15225,14828,11242,1114168,1076065,1597205,1367747,0:00:12.619858,2023-06-04 17:08:09.100315
iozone,/dev/md0,34,4,16384,4,54965,57213,59741,60418,11018,5349,15202,14803,13298,1552112,1039978,1689443,1426194,0:00:10.478725,2023-06-04 17:08:19.579289
iozone,/dev/md0,34,5,16384,4,44812,45373,60648,59748,9861,4204,14782,14725,11504,1385674,1049187,2476751,2226395,0:00:11.929577,2023-06-04 17:08:31.509129
iozone,/dev/md0,35,1,16384,4,49628,54599,60417,58511,7222,5995,11823,14718,10521,1614201,1044832,1653468,1390243,0:00:11.662323,2023-06-04 17:08:43.171756
iozone,/dev/md0,35,2,16384,4,54640,56677,59010,59911,11982,3992,17470,14710,16681,1698882,1053756,1628161,1390609,0:00:11.013279,2023-06-04 17:08:54.185233
iozone,/dev/md0,35,3,16384,4,50181,51236,60813,55829,11649,4955,15430,14669,12375,1908248,1055326,269598,3058983,0:00:11.334656,2023-06-04 17:09:05.520149
iozone,/dev/md0,35,4,16384,4,55575,57297,59560,61012,6713,4673,13575,14744,12693,1547394,1027599,1611173,1387520,0:00:12.090673,2023-06-04 17:09:17.611049
iozone,/dev/md0,35,5,16384,4,54236,56849,60575,55528,11007,4315,16399,14765,10810,1525377,1036495,1625234,1375550,0:00:11.654738,2023-06-04 17:09:29.266025
iozone,/dev/md0,36,1,16384,8,89077,90888,96496,94797,10551,12114,21872,27671,40300,2003669,1534642,2553981,2070250,0:00:06.484768,2023-06-04 17:09:35.751093
iozone,/dev/md0,36,2,16384,8,74107,91405,95745,94551,13182,7164,21383,27681,40842,2072872,1379000,2376208,1980456,0:00:07.065906,2023-06-04 17:09:42.817242
iozone,/dev/md0,36,3,16384,8,90087,94578,95477,94689,11674,11591,24407,27472,8516,884422,1326123,2467414,1987616,0:00:07.750301,2023-06-04 17:09:50.567787
iozone,/dev/md0,36,4,16384,8,86343,92525,97811,91899,10099,11145,14944,27903,39974,1964547,1317454,2474165,2027433,0:00:06.924520,2023-06-04 17:09:57.492572
iozone,/dev/md0,36,5,16384,8,79451,85288,87777,91312,11172,11543,15099,27837,38922,2010058,1370256,2420142,1793361,0:00:06.903237,2023-06-04 17:10:04.396048
iozone,/dev/md0,37,1,16384,8,77076,94097,97658,93954,14912,11529,19673,27745,40523,2138940,1393655,2513256,2031209,0:00:06.474836,2023-06-04 17:10:10.871181
iozone,/dev/md0,37,2,16384,8,82274,82067,89103,92044,16609,11646,22120,26671,39178,2037049,1243930,2407677,1993151,0:00:05.959531,2023-06-04 17:10:16.830967
iozone,/dev/md0,37,3,16384,8,83602,84532,90894,95711,10247,10956,24936,27807,39019,2249056,1433423,2476484,1984975,0:00:06.593910,2023-06-04 17:10:23.425169
iozone,/dev/md0,37,4,16384,8,82424,85379,89252,91561,15992,11689,23418,27941,15731,771705,1053078,2077321,1960959,0:00:06.660340,2023-06-04 17:10:30.085739
iozone,/dev/md0,37,5,16384,8,83538,92386,96293,93321,11658,12595,19672,27785,10463,782309,1280412,2436272,1997322,0:00:07.481173,2023-06-04 17:10:37.567126
iozone,/dev/md0,38,1,16384,8,81421,90580,95497,94317,12362,12492,22932,27296,14348,1705629,3086739,2812245,2174955,0:00:06.882811,2023-06-04 17:10:44.450251
iozone,/dev/md0,38,2,16384,8,86702,93033,96345,97923,14112,12138,22251,27795,17400,1781229,1369082,2805471,2147295,0:00:06.543447,2023-06-04 17:10:50.993916
iozone,/dev/md0,38,3,16384,8,88080,87572,91486,89598,17645,9976,20879,26491,40940,1971649,1358097,2546787,2054405,0:00:06.169332,2023-06-04 17:10:57.163478
iozone,/dev/md0,38,4,16384,8,91400,93744,91824,94250,15631,11248,23640,27726,9985,836982,1339670,2538227,2030489,0:00:07.267300,2023-06-04 17:11:04.431044
iozone,/dev/md0,38,5,16384,8,89877,79922,93009,95801,15827,12552,21009,27579,20445,2063226,1340088,2540103,2037049,0:00:06.302805,2023-06-04 17:11:10.734110
iozone,/dev/md0,39,1,16384,8,87609,92083,91285,94820,12242,11437,24538,27558,39029,2113287,1298877,2496819,1996567,0:00:06.366562,2023-06-04 17:11:17.100982
iozone,/dev/md0,39,2,16384,8,82985,82844,85704,86772,11547,10673,21907,27574,40798,2028990,1377038,2531495,1999996,0:00:06.517607,2023-06-04 17:11:23.618837
iozone,/dev/md0,39,3,16384,8,89871,91810,91923,94031,14268,11305,20838,27646,14346,842885,1362729,2445027,1970179,0:00:06.967818,2023-06-04 17:11:30.586935
iozone,/dev/md0,39,4,16384,8,85306,91955,91002,91054,15649,9867,22634,27534,10136,804472,1360679,2619401,2102168,0:00:07.513950,2023-06-04 17:11:38.101174
iozone,/dev/md0,39,5,16384,8,89334,87404,95216,91794,11966,12807,25636,27793,19230,1829357,1158438,127356,2117585,0:00:06.759725,2023-06-04 17:11:44.861128
iozone,/dev/md0,40,1,16384,8,50894,87630,91545,94611,14850,11612,14314,28068,40323,2188601,1456235,2046452,1719714,0:00:06.505084,2023-06-04 17:11:51.367099
iozone,/dev/md0,40,2,16384,8,90925,93763,98043,93973,11852,12331,24345,27712,40493,2229718,1437561,2516753,2003144,0:00:06.107249,2023-06-04 17:11:57.474604
iozone,/dev/md0,40,3,16384,8,30290,84681,96349,95985,13405,11224,21497,27763,40543,2110496,1360329,2525726,2023970,0:00:06.815966,2023-06-04 17:12:04.290824
iozone,/dev/md0,40,4,16384,8,80080,75815,94445,82159,15148,9297,22777,27404,29678,2009117,1402730,2494463,1998541,0:00:06.735547,2023-06-04 17:12:11.026656
iozone,/dev/md0,40,5,16384,8,82064,81323,89126,95583,14806,11618,24424,27781,9502,855115,726238,201817,1997554,0:00:07.493970,2023-06-04 17:12:18.520882
iozone,/dev/md0,41,1,16384,16,93894,121654,134000,134964,22455,22840,25239,46526,17086,995980,927803,3243656,2464140,0:00:05.067089,2023-06-04 17:12:23.588262
iozone,/dev/md0,41,2,16384,16,88974,94855,117918,129565,23651,23812,31343,50050,55663,2250529,1493258,3314528,2512888,0:00:04.016187,2023-06-04 17:12:27.604701
iozone,/dev/md0,41,3,16384,16,120136,130412,132883,116029,22153,26635,35536,48467,53820,1919656,1525783,3165949,2444332,0:00:03.872084,2023-06-04 17:12:31.477045
iozone,/dev/md0,41,4,16384,16,127524,133955,136049,123396,21542,26243,27707,47975,56004,2058837,1633657,3315168,2509035,0:00:04.119947,2023-06-04 17:12:35.597256
iozone,/dev/md0,41,5,16384,16,123750,131582,132825,117097,20046,26789,28710,46680,57402,2203620,1503945,3229631,2461228,0:00:04.061404,2023-06-04 17:12:39.658931
iozone,/dev/md0,42,1,16384,16,120344,129666,133994,134005,25425,21927,28327,49179,53252,2171244,1656777,3345021,2514451,0:00:03.969927,2023-06-04 17:12:43.629190
iozone,/dev/md0,42,2,16384,16,126594,131280,134161,123200,29307,19446,20694,48712,46254,1904229,773120,3236628,2506747,0:00:04.401272,2023-06-04 17:12:48.030721
iozone,/dev/md0,42,3,16384,16,99767,99340,84393,121995,20671,27011,28854,48529,55394,2311467,3471942,3510608,2591544,0:00:04.096373,2023-06-04 17:12:52.127380
iozone,/dev/md0,42,4,16384,16,126613,74992,122673,117383,23282,27450,23489,50305,16138,933881,1618802,3315968,2536634,0:00:04.887512,2023-06-04 17:12:57.015142
iozone,/dev/md0,42,5,16384,16,92856,133265,134616,111733,20740,20172,28344,49364,54813,2160663,1601113,3309898,2504736,0:00:04.204531,2023-06-04 17:13:01.219930
iozone,/dev/md0,43,1,16384,16,123977,126214,133513,132089,19532,18916,25954,49161,16163,1459607,1287247,229628,2410803,0:00:05.369819,2023-06-04 17:13:06.590050
iozone,/dev/md0,43,2,16384,16,121744,120049,131728,135974,21662,24717,23079,47972,44936,1628778,1620444,2995251,2305728,0:00:04.328991,2023-06-04 17:13:10.919298
iozone,/dev/md0,43,3,16384,16,126847,132101,132948,113300,23535,20440,20988,48598,56808,2076819,1628469,3297194,2499907,0:00:04.276019,2023-06-04 17:13:15.195575
iozone,/dev/md0,43,4,16384,16,127331,133248,136339,122401,21205,24395,30127,48997,53597,1984001,1442116,3194352,2472652,0:00:03.937232,2023-06-04 17:13:19.133063
iozone,/dev/md0,43,5,16384,16,118549,131512,134919,142248,32449,28767,30876,49166,55094,2219491,807810,3141633,2509768,0:00:03.606784,2023-06-04 17:13:22.740026
iozone,/dev/md0,44,1,16384,16,90290,97792,114040,144570,24584,23151,27876,48506,57307,2327280,1564836,3308623,2497182,0:00:04.119001,2023-06-04 17:13:26.859322
iozone,/dev/md0,44,2,16384,16,104435,121341,111653,126479,21501,21696,29779,49647,55730,2271207,1583295,3468262,2556356,0:00:04.160146,2023-06-04 17:13:31.019730
iozone,/dev/md0,44,3,16384,16,97335,99022,125307,116102,19450,29318,37305,48170,36062,937729,1521527,3242432,2514451,0:00:04.081171,2023-06-04 17:13:35.101142
iozone,/dev/md0,44,4,16384,16,123511,123265,119607,124001,20005,22283,30316,47428,55819,2025760,1625234,3351874,2531868,0:00:04.226786,2023-06-04 17:13:39.328176
iozone,/dev/md0,44,5,16384,16,127036,123986,117055,115814,22910,29211,23551,46296,61818,2265217,1592099,3104729,2541701,0:00:04.054607,2023-06-04 17:13:43.383037
iozone,/dev/md0,45,1,16384,16,121145,127367,125661,132645,29623,26996,24413,48329,46679,2372844,789517,3317248,2557593,0:00:03.963360,2023-06-04 17:13:47.346707
iozone,/dev/md0,45,2,16384,16,95813,100868,111613,118198,20909,23972,27790,47110,57121,1948173,1566191,3243044,2517952,0:00:04.369262,2023-06-04 17:13:51.716254
iozone,/dev/md0,45,3,16384,16,120889,124595,125498,132867,20691,26186,27419,48404,12991,963256,792879,188265,2518321,0:00:05.179141,2023-06-04 17:13:56.895672
iozone,/dev/md0,45,4,16384,16,114423,103501,112425,123231,26542,27665,26701,48774,57502,1902648,1564693,261989,2528793,0:00:03.976958,2023-06-04 17:14:00.873129
iozone,/dev/md0,45,5,16384,16,88518,94583,117989,128790,22540,27245,29224,48962,24170,890577,1576286,3285371,2518691,0:00:04.369211,2023-06-04 17:14:05.242595
iozone,/dev/md0,46,1,32768,4,56123,57648,62157,62402,11627,3975,13125,14900,17134,1475968,1001400,1507687,1273434,0:00:22.637762,2023-06-04 17:14:27.880669
iozone,/dev/md0,46,2,32768,4,55574,48260,60394,61722,10449,3943,12894,14832,12735,1455261,707701,217594,1287691,0:00:23.689602,2023-06-04 17:14:51.570536
iozone,/dev/md0,46,3,32768,4,53686,58055,61084,60325,7832,4474,14445,14849,12821,1493174,636952,233826,1254316,0:00:23.385229,2023-06-04 17:15:14.956024
iozone,/dev/md0,46,4,32768,4,51104,57155,61100,62315,10191,4531,14354,14856,14310,1630243,919725,1488226,1273186,0:00:21.859522,2023-06-04 17:15:36.815818
iozone,/dev/md0,46,5,32768,4,55854,57983,53609,61516,11571,4717,14671,15049,12903,1211259,913726,1930354,1738351,0:00:21.569266,2023-06-04 17:15:58.385347
iozone,/dev/md0,47,1,32768,4,47346,54673,61258,61255,8526,4504,14409,14766,12614,1575162,908832,1489178,1264448,0:00:23.157192,2023-06-04 17:16:21.542825
iozone,/dev/md0,47,2,32768,4,53174,56265,53864,59763,8313,4759,15914,14711,13467,1188015,938074,1504567,1332743,0:00:22.524711,2023-06-04 17:16:44.067818
iozone,/dev/md0,47,3,32768,4,52528,53513,61100,61653,11320,4733,15125,14813,13030,1270232,964525,1459340,1250208,0:00:21.920669,2023-06-04 17:17:05.988719
iozone,/dev/md0,47,4,32768,4,41896,58146,61098,62060,9314,4412,14078,14891,13034,730678,641079,203766,1320603,0:00:23.131643,2023-06-04 17:17:29.120645
iozone,/dev/md0,47,5,32768,4,54229,57782,61493,61352,12278,4516,16896,14808,13811,1473658,878502,1466847,1262253,0:00:21.120214,2023-06-04 17:17:50.241092
iozone,/dev/md0,48,1,32768,4,52412,51954,62138,61631,6987,4379,15420,14804,13570,1649951,952282,201481,1343216,0:00:24.074124,2023-06-04 17:18:14.315568
iozone,/dev/md0,48,2,32768,4,51964,57068,61947,61465,7454,3921,14356,14798,12111,682242,920347,1478159,1273233,0:00:24.796999,2023-06-04 17:18:39.112784
iozone,/dev/md0,48,3,32768,4,53150,53516,59565,56244,10680,4934,13679,14661,14004,1555939,900195,1438009,1238961,0:00:21.453877,2023-06-04 17:19:00.566907
iozone,/dev/md0,48,4,32768,4,55413,57275,53600,62040,9613,4487,15064,14802,13340,1087739,927352,1991614,1720012,0:00:22.560931,2023-06-04 17:19:23.128121
iozone,/dev/md0,48,5,32768,4,55423,57317,60285,61300,8923,4822,14196,14812,13253,682964,948536,1450102,1238447,0:00:22.316005,2023-06-04 17:19:45.444347
iozone,/dev/md0,49,1,32768,4,51904,55466,60502,60999,8802,4475,16705,14869,18495,1553354,927539,1462726,1264785,0:00:22.025220,2023-06-04 17:20:07.469879
iozone,/dev/md0,49,2,32768,4,52400,56581,59269,57965,8956,4457,13569,14768,13431,1549973,901429,1428667,1251210,0:00:22.776325,2023-06-04 17:20:30.246464
iozone,/dev/md0,49,3,32768,4,53655,55137,58604,58467,8713,4527,16267,14947,11961,693989,894518,254405,1319538,0:00:22.865427,2023-06-04 17:20:53.112147
iozone,/dev/md0,49,4,32768,4,53121,54828,61820,57618,10237,4581,14609,14904,13906,1079206,1013518,1992798,1672946,0:00:21.964066,2023-06-04 17:21:15.076442
iozone,/dev/md0,49,5,32768,4,55399,57295,61227,57878,9746,3361,14467,14876,12735,1480579,920033,2076436,1805015,0:00:24.878764,2023-06-04 17:21:39.955442
iozone,/dev/md0,50,1,32768,4,56042,57037,60918,57038,9548,4962,15426,14935,23335,1691081,929981,1447155,1232704,0:00:20.644786,2023-06-04 17:22:00.600661
iozone,/dev/md0,50,2,32768,4,42429,46469,37596,60940,9796,4896,12883,14806,12988,1527645,1007936,1435051,1227859,0:00:22.751481,2023-06-04 17:22:23.352398
iozone,/dev/md0,50,3,32768,4,55929,57956,58588,58389,8965,4679,13737,14807,13958,1729535,882972,1424211,1233224,0:00:22.200207,2023-06-04 17:22:45.552866
iozone,/dev/md0,50,4,32768,4,46894,57109,60619,60242,7759,4730,14401,14828,16369,1588452,909897,1443962,1249345,0:00:22.349427,2023-06-04 17:23:07.902551
iozone,/dev/md0,50,5,32768,4,56004,57564,62005,57933,12022,4381,13927,14915,14367,1630745,755982,212108,1293752,0:00:21.931676,2023-06-04 17:23:29.834487
iozone,/dev/md0,51,1,32768,8,79595,74530,52285,96852,12396,9958,20029,27808,16808,789743,1221594,2292911,1905439,0:00:14.220906,2023-06-04 17:23:44.055685
iozone,/dev/md0,51,2,32768,8,82924,85780,95765,99380,15260,9790,16499,27733,19771,811755,712485,2219019,1753029,0:00:13.680110,2023-06-04 17:23:57.736053
iozone,/dev/md0,51,3,32768,8,82306,69940,51197,98775,14367,9361,22649,27855,26971,1815506,1134389,2089792,1721930,0:00:13.252531,2023-06-04 17:24:10.988845
