Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,random_write(KB/s),random_rewrite(KB/s),random-reread,time,timestamp
iozone,/dev/md5,1,1,1024,4,1024,4,2350,21997,31643,25198,0:00:05.013305,2023-06-04 10:23:04.183339
iozone,/dev/md5,1,2,1024,4,1024,4,10022,22659,32628,28280,0:00:00.405011,2023-06-04 10:23:04.588719
iozone,/dev/md5,1,3,1024,4,1024,4,23340,17244,32753,28592,0:00:00.307967,2023-06-04 10:23:04.897055
iozone,/dev/md5,1,4,1024,4,1024,4,16038,23461,43581,24984,0:00:00.293203,2023-06-04 10:23:05.190492
iozone,/dev/md5,1,5,1024,4,1024,4,8446,23760,20986,36665,0:02:59.577667,2023-06-04 10:26:04.768327
iozone,/dev/md5,2,1,1024,4,1024,4,22400,23499,31165,24998,0:00:00.282355,2023-06-04 10:26:05.050915
iozone,/dev/md5,2,2,1024,4,1024,4,22201,23920,31531,24892,0:00:00.307506,2023-06-04 10:26:05.358596
iozone,/dev/md5,2,3,1024,4,1024,4,21967,17209,21053,36984,0:00:00.382983,2023-06-04 10:26:05.741802
iozone,/dev/md5,2,4,1024,4,1024,4,23065,23827,21097,30723,0:00:00.307490,2023-06-04 10:26:06.049519
iozone,/dev/md5,2,5,1024,4,1024,4,23389,17249,31505,24979,0:00:00.308334,2023-06-04 10:26:06.358091
iozone,/dev/md5,3,1,1024,4,1024,4,15934,17252,31418,25101,0:00:00.315777,2023-06-04 10:26:06.674111
iozone,/dev/md5,3,2,1024,4,1024,4,15911,23961,31408,25145,0:00:00.291220,2023-06-04 10:26:06.965565
iozone,/dev/md5,3,3,1024,4,1024,4,21919,17271,31481,24955,0:00:00.283667,2023-06-04 10:26:07.249461
iozone,/dev/md5,3,4,1024,4,1024,4,21557,23485,31458,24770,0:00:00.282674,2023-06-04 10:26:07.532361
iozone,/dev/md5,3,5,1024,4,1024,4,21317,23650,21057,37025,0:00:00.299025,2023-06-04 10:26:07.831608
iozone,/dev/md5,4,1,1024,4,1024,4,7522,23497,31082,28285,0:03:00.228376,2023-06-04 10:29:08.060221
iozone,/dev/md5,4,2,1024,4,1024,4,22998,23287,31250,28494,0:00:00.317085,2023-06-04 10:29:08.377534
iozone,/dev/md5,4,3,1024,4,1024,4,22131,23261,30848,28129,0:00:00.290479,2023-06-04 10:29:08.668167
iozone,/dev/md5,4,4,1024,4,1024,4,21440,20575,31210,28473,0:00:00.300160,2023-06-04 10:29:08.968567
iozone,/dev/md5,4,5,1024,4,1024,4,23579,23487,31519,28675,0:00:00.289846,2023-06-04 10:29:09.258641
iozone,/dev/md5,5,1,1024,4,1024,4,23591,17520,31373,28532,0:00:00.291155,2023-06-04 10:29:09.550030
iozone,/dev/md5,5,2,1024,4,1024,4,24130,23835,31380,28592,0:00:00.275542,2023-06-04 10:29:09.825798
iozone,/dev/md5,5,3,1024,4,1024,4,23259,23406,31423,28504,0:00:00.274394,2023-06-04 10:29:10.100416
iozone,/dev/md5,5,4,1024,4,1024,4,22707,23368,31272,28209,0:00:00.291438,2023-06-04 10:29:10.392087
iozone,/dev/md5,5,5,1024,4,1024,4,22830,23727,31178,28519,0:00:00.282900,2023-06-04 10:29:10.675212
iozone,/dev/md5,6,1,1024,8,1024,8,30815,28698,48875,51118,0:00:00.248745,2023-06-04 10:29:10.924226
iozone,/dev/md5,6,2,1024,8,1024,8,30986,28846,49607,50781,0:00:00.241575,2023-06-04 10:29:11.165957
iozone,/dev/md5,6,3,1024,8,1024,8,20911,28801,49752,49590,0:00:00.265320,2023-06-04 10:29:11.431437
iozone,/dev/md5,6,4,1024,8,1024,8,12035,29065,44683,50430,0:03:02.284971,2023-06-04 10:32:13.716559
iozone,/dev/md5,6,5,1024,8,1024,8,11257,28724,44317,51006,0:00:00.416129,2023-06-04 10:32:14.132914
iozone,/dev/md5,7,1,1024,8,1024,8,30516,38775,35597,50590,0:00:00.241971,2023-06-04 10:32:14.375035
iozone,/dev/md5,7,2,1024,8,1024,8,21652,29028,50741,51382,0:00:00.257057,2023-06-04 10:32:14.632253
iozone,/dev/md5,7,3,1024,8,1024,8,33244,29206,44294,51026,0:00:00.249735,2023-06-04 10:32:14.882218
iozone,/dev/md5,7,4,1024,8,1024,8,35433,29607,50662,52196,0:00:00.241080,2023-06-04 10:32:15.123523
iozone,/dev/md5,7,5,1024,8,1024,8,30551,28992,44642,50670,0:00:00.266161,2023-06-04 10:32:15.389915
iozone,/dev/md5,8,1,1024,8,1024,8,32839,38270,44409,51279,0:00:00.249493,2023-06-04 10:32:15.639645
iozone,/dev/md5,8,2,1024,8,1024,8,31217,29182,43353,51529,0:00:00.249472,2023-06-04 10:32:15.889333
iozone,/dev/md5,8,3,1024,8,1024,8,32332,29405,50745,32729,0:00:00.234258,2023-06-04 10:32:16.123809
iozone,/dev/md5,8,4,1024,8,1024,8,33470,29258,27861,53057,0:00:00.256484,2023-06-04 10:32:16.380524
iozone,/dev/md5,8,5,1024,8,1024,8,33267,38571,34933,51579,0:00:00.291302,2023-06-04 10:32:16.672058
iozone,/dev/md5,9,1,1024,8,1024,8,31109,38696,35306,51649,0:00:00.241400,2023-06-04 10:32:16.913685
iozone,/dev/md5,9,2,1024,8,1024,8,10475,30012,37678,51174,0:03:01.859989,2023-06-04 10:35:18.774349
iozone,/dev/md5,9,3,1024,8,1024,8,30656,25583,35619,51402,0:00:00.265919,2023-06-04 10:35:19.040522
iozone,/dev/md5,9,4,1024,8,1024,8,31723,43043,37710,50914,0:00:00.248503,2023-06-04 10:35:19.289222
iozone,/dev/md5,9,5,1024,8,1024,8,34499,40167,38442,50801,0:00:00.249352,2023-06-04 10:35:19.538747
iozone,/dev/md5,10,1,1024,8,1024,8,21355,31510,35225,50889,0:00:00.283225,2023-06-04 10:35:19.822158
iozone,/dev/md5,10,2,1024,8,1024,8,28968,27131,42825,51103,0:00:00.258922,2023-06-04 10:35:20.081253
iozone,/dev/md5,10,3,1024,8,1024,8,33718,29407,37955,51066,0:00:00.257890,2023-06-04 10:35:20.339318
iozone,/dev/md5,10,4,1024,8,1024,8,35340,32731,35437,51595,0:00:00.290094,2023-06-04 10:35:20.629589
iozone,/dev/md5,10,5,1024,8,1024,8,30311,20157,43325,51774,0:00:00.266176,2023-06-04 10:35:20.895940
iozone,/dev/md5,11,1,1024,16,1024,16,44242,58796,60775,85789,0:00:00.195016,2023-06-04 10:35:21.091140
iozone,/dev/md5,11,2,1024,16,1024,16,24401,23709,55855,86639,0:00:00.240766,2023-06-04 10:35:21.332102
iozone,/dev/md5,11,3,1024,16,1024,16,41375,46670,54231,85484,0:00:00.216696,2023-06-04 10:35:21.548974
iozone,/dev/md5,11,4,1024,16,1024,16,42666,46084,54406,31472,0:00:00.212011,2023-06-04 10:35:21.761157
iozone,/dev/md5,11,5,1024,16,1024,16,42096,47946,54488,84655,0:00:00.203976,2023-06-04 10:35:21.965307
iozone,/dev/md5,12,1,1024,16,1024,16,15098,59296,28855,87965,0:03:03.816154,2023-06-04 10:38:25.781653
iozone,/dev/md5,12,2,1024,16,1024,16,42539,57216,37886,88519,0:00:00.231537,2023-06-04 10:38:26.013398
iozone,/dev/md5,12,3,1024,16,1024,16,41879,56521,37917,88290,0:00:00.232660,2023-06-04 10:38:26.246251
iozone,/dev/md5,12,4,1024,16,1024,16,42640,57341,37771,88261,0:00:00.216355,2023-06-04 10:38:26.462733
iozone,/dev/md5,12,5,1024,16,1024,16,41504,56709,37879,87844,0:00:00.207972,2023-06-04 10:38:26.670904
iozone,/dev/md5,13,1,1024,16,1024,16,44073,48489,37783,87312,0:00:00.208434,2023-06-04 10:38:26.879555
iozone,/dev/md5,13,2,1024,16,1024,16,44669,48752,37838,31614,0:00:00.228472,2023-06-04 10:38:27.108218
iozone,/dev/md5,13,3,1024,16,1024,16,44788,48799,37921,87835,0:00:00.211986,2023-06-04 10:38:27.320402
iozone,/dev/md5,13,4,1024,16,1024,16,43818,57184,37824,87410,0:00:00.207928,2023-06-04 10:38:27.528513
iozone,/dev/md5,13,5,1024,16,1024,16,44628,57398,37767,87627,0:00:00.208079,2023-06-04 10:38:27.736774
iozone,/dev/md5,14,1,1024,16,1024,16,44865,57840,37892,87776,0:00:00.207845,2023-06-04 10:38:27.944810
iozone,/dev/md5,14,2,1024,16,1024,16,41355,44908,43139,86524,0:00:00.224537,2023-06-04 10:38:28.169534
iozone,/dev/md5,14,3,1024,16,1024,16,35654,36324,40493,86823,0:00:00.215957,2023-06-04 10:38:28.385682
iozone,/dev/md5,14,4,1024,16,1024,16,44737,57888,37709,88383,0:00:00.207904,2023-06-04 10:38:28.593785
iozone,/dev/md5,14,5,1024,16,1024,16,44084,57508,37788,87920,0:00:00.233338,2023-06-04 10:38:28.827306
